Source,Destination,Airline,Predicted_Price,Departure_Date,Arrival_Time,Total_Stops,Duration,Class
Kolkata,Banglore,SpiceJet,"4,734.98",2019-04-01,18:50,1,7h 15m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-21,16:20,1,7h 55m,In-flight meal not included
Kolkata,Banglore,IndiGo,"5,486.12",2019-06-21,12:20,0,2h 45m,No info
Banglore,New Delhi,Jet Airways,"6,166.42",2019-03-06,00:45,1,16h 45m,No info
Delhi,Cochin,IndiGo,"4,606.92",2019-04-27,12:30,1,5h 15m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-03-21,04:25,2,33h 15m,No info
Banglore,Delhi,GoAir,"5,486.12",2019-05-06,10:40,0,2h 55m,No info
Delhi,Cochin,Air India,"4,606.92",2019-06-15,06:50,1,25h 35m,No info
Chennai,Kolkata,IndiGo,"5,614.18",2019-03-01,21:55,0,2h 20m,No info
Delhi,Cochin,Air Asia,"4,606.92",2019-06-12,13:25,1,5h 30m,No info
Banglore,Delhi,GoAir,"5,486.12",2019-05-21,23:40,0,2h 45m,No info
Banglore,New Delhi,Air India,"4,606.92",2019-03-03,18:40,2,12h 50m,No info
Banglore,Delhi,Air India,"5,486.12",2019-05-24,16:10,0,2h 50m,No info
Delhi,Cochin,Air India,"5,130.12",2019-06-01,21:10,0,3h 5m,No info
Delhi,Cochin,Air India,"6,228.72",2019-03-21,07:40,3,26h 25m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-06-12,08:15,1,13h 20m,In-flight meal not included
Kolkata,Banglore,Jet Airways,"5,309.30",2019-06-12,10:55,1,17h 55m,No info
Banglore,New Delhi,IndiGo,"5,592.62",2019-03-21,11:30,0,3h,No info
Banglore,New Delhi,Jet Airways,"4,962.52",2019-03-18,23:00,1,24h 10m,No info
Kolkata,Banglore,IndiGo,"6,244.03",2019-06-03,00:05,0,2h 40m,No info
Delhi,Cochin,Air India,"4,606.92",2019-03-21,07:40,2,18h 20m,No info
Kolkata,Banglore,Air India,"5,309.30",2019-05-15,16:15,1,6h 15m,No info
Delhi,Cochin,Multiple carriers,"4,962.52",2019-06-24,21:00,1,12h 15m,No info
Kolkata,Banglore,IndiGo,"4,606.92",2019-06-12,23:15,1,3h 40m,No info
Delhi,Cochin,Jet Airways,"4,962.52",2019-06-27,19:00,2,29h 35m,In-flight meal not included
Banglore,Delhi,IndiGo,"5,486.12",2019-06-15,21:50,0,2h 55m,No info
Delhi,Cochin,IndiGo,"4,437.83",2019-05-21,01:30,1,14h 5m,No info
Kolkata,Banglore,Air India,"4,734.98",2019-05-01,13:15,1,4h 5m,No info
Delhi,Cochin,IndiGo,"4,606.92",2019-06-03,12:10,1,5h 20m,No info
Banglore,New Delhi,Jet Airways,"4,606.92",2019-03-21,18:25,1,12h 40m,In-flight meal not included
Delhi,Cochin,Multiple carriers,"5,197.27",2019-06-03,01:30,1,7h 30m,No info
Kolkata,Banglore,IndiGo,"5,614.18",2019-06-01,18:05,0,2h 35m,No info
Delhi,Cochin,Jet Airways,"5,309.30",2019-03-03,04:25,1,19h 25m,No info
Kolkata,Banglore,IndiGo,"5,486.12",2019-03-03,17:55,0,2h 35m,No info
Kolkata,Banglore,SpiceJet,"6,188.50",2019-05-21,11:25,0,2h 25m,No check-in baggage included
Delhi,Cochin,Multiple carriers,"5,309.30",2019-05-09,12:35,1,6h 35m,No info
Delhi,Cochin,Multiple carriers,"4,606.92",2019-06-09,12:35,1,8h 45m,No info
Delhi,Cochin,Air India,"4,606.92",2019-03-27,09:25,1,20h 55m,No info
Kolkata,Banglore,Vistara,"4,606.92",2019-05-06,23:25,1,27h 5m,No info
Delhi,Cochin,Air India,"4,734.98",2019-06-01,07:40,2,20h 45m,No info
Banglore,Delhi,Air India,"5,486.12",2019-05-18,08:55,0,2h 45m,No info
Kolkata,Banglore,Air India,"4,606.92",2019-05-21,18:20,2,8h 55m,No info
Kolkata,Banglore,IndiGo,"4,606.92",2019-06-12,20:30,1,5h 15m,No info
Delhi,Cochin,IndiGo,"4,962.52",2019-05-09,21:00,1,11h 45m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-09,08:15,1,15h 45m,In-flight meal not included
Delhi,Cochin,Multiple carriers,"5,197.27",2019-03-27,01:35,1,15h 35m,No info
Delhi,Cochin,Air India,"4,734.98",2019-06-01,19:15,1,15h 25m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-24,16:20,1,23h 50m,In-flight meal not included
Kolkata,Banglore,Air India,"5,309.30",2019-06-12,11:05,1,16h 5m,No info
Delhi,Cochin,Vistara,"5,002.06",2019-05-21,17:50,0,3h 10m,No info
Banglore,New Delhi,Jet Airways,"4,734.98",2019-03-01,08:15,1,13h 35m,No info
Delhi,Cochin,Jet Airways,"5,898.48",2019-06-09,19:00,1,9h,No info
Banglore,Delhi,SpiceJet,"6,244.03",2019-04-15,00:05,0,2h 55m,No info
Delhi,Cochin,Jet Airways,"5,309.30",2019-06-03,04:25,1,19h 25m,In-flight meal not included
Mumbai,Hyderabad,IndiGo,"5,564.44",2019-03-01,21:35,0,1h 30m,No info
Delhi,Cochin,IndiGo,"4,606.92",2019-03-06,21:20,2,13h 45m,No info
Kolkata,Banglore,Air Asia,"5,486.12",2019-03-15,22:05,0,2h 30m,No info
Delhi,Cochin,Air India,"4,606.92",2019-06-15,19:15,2,28h 50m,No info
Mumbai,Hyderabad,Air India,"4,606.92",2019-03-06,18:05,1,8h 50m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-18,19:50,1,5h 45m,In-flight meal not included
Delhi,Cochin,Jet Airways,"4,606.92",2019-03-09,04:25,2,35h 35m,No info
Banglore,New Delhi,Jet Airways,"4,606.92",2019-03-15,15:15,1,6h 20m,In-flight meal not included
Delhi,Cochin,IndiGo,"4,606.92",2019-03-27,13:20,1,6h 40m,No info
Delhi,Cochin,Multiple carriers,"4,962.52",2019-05-18,19:00,1,9h 45m,No info
Delhi,Cochin,Multiple carriers,"4,606.92",2019-05-09,19:15,1,6h 25m,No info
Kolkata,Banglore,Air India,"5,432.65",2019-05-18,05:25,2,20h,No info
Delhi,Cochin,Air India,"6,228.72",2019-05-27,07:40,3,26h 25m,No info
Banglore,Delhi,IndiGo,"5,486.12",2019-04-21,11:20,0,2h 50m,No info
Delhi,Cochin,Jet Airways,"5,898.48",2019-06-03,19:00,1,10h,In-flight meal not included
Delhi,Cochin,IndiGo,"4,606.92",2019-06-09,12:30,1,5h 15m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-06-24,12:35,1,5h 30m,In-flight meal not included
Banglore,Delhi,Vistara,"5,486.12",2019-05-18,14:20,0,2h 50m,No info
Kolkata,Banglore,Vistara,"5,309.30",2019-05-12,23:25,1,6h 25m,No info
Chennai,Kolkata,SpiceJet,"5,486.12",2019-06-24,20:05,0,2h 20m,No check-in baggage included
Chennai,Kolkata,IndiGo,"5,486.12",2019-03-12,17:05,0,2h 25m,No info
Delhi,Cochin,Air India,"4,734.98",2019-06-01,19:15,2,30h 20m,No info
Delhi,Cochin,Jet Airways,"4,962.52",2019-05-18,19:00,1,20h 10m,In-flight meal not included
Delhi,Cochin,Multiple carriers,"4,606.92",2019-05-09,16:10,1,6h 25m,No info
Delhi,Cochin,Multiple carriers,"4,606.92",2019-03-21,19:15,1,6h 25m,No info
Kolkata,Banglore,SpiceJet,"5,486.12",2019-06-12,19:40,0,2h 30m,No check-in baggage included
Chennai,Kolkata,IndiGo,"5,486.12",2019-05-09,17:05,0,2h 20m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-06,22:35,1,8h 30m,In-flight meal not included
Delhi,Cochin,Jet Airways,"4,962.52",2019-05-09,19:00,2,13h 30m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-06-09,22:35,1,8h 30m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-15,09:20,1,14h 25m,No info
Delhi,Cochin,IndiGo,"4,437.83",2019-06-15,01:30,1,16h 15m,No info
Delhi,Cochin,SpiceJet,"4,606.92",2019-06-12,22:05,1,6h 20m,No info
Delhi,Cochin,Air India,"5,674.82",2019-06-24,08:00,0,2h 50m,No info
Banglore,New Delhi,Jet Airways,"6,768.62",2019-03-01,00:45,1,17h 45m,No info
Kolkata,Banglore,Air India,"4,437.83",2019-05-12,01:20,2,15h 55m,No info
Kolkata,Banglore,Air Asia,"5,382.22",2019-06-06,01:20,0,2h 30m,No info
Kolkata,Banglore,Air India,"5,309.30",2019-06-09,21:50,2,9h 50m,No info
Delhi,Cochin,IndiGo,"4,962.52",2019-06-06,21:00,1,10h 25m,No info
Banglore,Delhi,Jet Airways,"5,592.62",2019-06-27,22:50,0,3h,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-06-12,04:25,2,13h 50m,No info
Delhi,Cochin,IndiGo,"5,002.06",2019-03-09,17:35,0,3h 5m,No info
Delhi,Cochin,Multiple carriers,"4,962.52",2019-06-12,21:00,1,13h 30m,No info
Kolkata,Banglore,Jet Airways,"5,385.37",2019-04-01,12:00,1,5h 30m,No info
Delhi,Cochin,IndiGo,"4,437.83",2019-03-27,01:35,1,16h 25m,No info
Delhi,Cochin,IndiGo,"4,606.92",2019-06-06,10:05,1,4h 55m,No info
Banglore,Delhi,IndiGo,"4,338.29",2019-06-12,04:15,0,2h 45m,No info
Banglore,New Delhi,IndiGo,"5,486.12",2019-03-09,21:45,0,2h 50m,No info
Delhi,Cochin,Multiple carriers,"5,309.30",2019-03-06,13:20,1,7h 20m,No info
Banglore,Delhi,Jet Airways,"5,592.62",2019-04-12,11:20,0,3h,In-flight meal not included
Banglore,Delhi,Air India,"6,188.50",2019-06-06,19:45,0,2h 45m,No info
Chennai,Kolkata,IndiGo,"6,244.03",2019-03-21,00:25,0,2h 20m,No info
Delhi,Cochin,Air India,"5,309.30",2019-05-27,07:40,2,19h 40m,No info
Delhi,Cochin,IndiGo,"4,606.92",2019-03-09,21:20,2,16h 25m,No info
Banglore,Delhi,GoAir,"5,486.12",2019-06-27,23:40,0,2h 45m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-06-12,04:25,2,22h 55m,In-flight meal not included
Mumbai,Hyderabad,Air India,"5,465.04",2019-05-21,07:40,0,1h 20m,No info
Delhi,Cochin,Multiple carriers,"4,606.92",2019-05-21,19:15,1,11h 45m,No info
Banglore,New Delhi,Jet Airways,"4,962.52",2019-03-21,23:00,1,8h 55m,In-flight meal not included
Delhi,Cochin,Air India,"4,606.92",2019-06-09,19:15,2,13h 20m,No info
Banglore,Delhi,Vistara,"6,188.50",2019-06-03,23:50,0,2h 50m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-24,19:10,1,9h 35m,No info
Banglore,Delhi,Air Asia,"5,614.18",2019-05-01,13:55,0,2h 45m,No info
Delhi,Cochin,Multiple carriers,"4,606.92",2019-03-09,22:20,1,12h 35m,No info
Banglore,Delhi,SpiceJet,"6,244.03",2019-06-12,00:05,0,2h 55m,No info
Kolkata,Banglore,Jet Airways,"4,962.52",2019-05-24,12:00,1,21h 55m,No info
Banglore,Delhi,Vistara,"6,188.50",2019-06-21,09:40,0,2h 40m,No info
Delhi,Cochin,Multiple carriers,"4,606.92",2019-03-21,19:15,1,7h 45m,No info
Delhi,Cochin,Multiple carriers,"4,437.83",2019-05-18,01:30,1,10h 15m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-15,18:15,1,21h 5m,In-flight meal not included
Delhi,Cochin,GoAir,"4,606.92",2019-05-24,13:35,1,6h 10m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-03-21,18:50,2,26h 40m,In-flight meal not included
Delhi,Cochin,IndiGo,"4,437.83",2019-03-03,01:35,1,8h 25m,No info
Delhi,Cochin,Air India,"4,606.92",2019-03-06,19:15,2,37h 20m,No info
Kolkata,Banglore,Air Asia,"4,606.92",2019-05-06,10:30,1,3h 40m,No info
Delhi,Cochin,Jet Airways,"4,962.52",2019-06-27,19:00,2,7h 20m,In-flight meal not included
Kolkata,Banglore,Jet Airways,"4,962.52",2019-05-21,18:00,1,8h 25m,No info
Delhi,Cochin,Jet Airways,"4,962.52",2019-05-18,19:00,1,21h 10m,No info
Banglore,Delhi,Jet Airways,"6,188.50",2019-04-24,08:45,0,2h 45m,No info
Banglore,Delhi,GoAir,"5,486.12",2019-04-15,14:30,0,2h 50m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-06-27,04:25,2,29h 20m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-06-12,04:25,2,22h 55m,In-flight meal not included
Chennai,Kolkata,IndiGo,"5,486.12",2019-03-12,07:35,0,2h 20m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-18,10:55,1,14h 30m,No info
Mumbai,Hyderabad,Air India,"5,465.04",2019-03-15,15:25,0,1h 30m,No info
Delhi,Cochin,IndiGo,"4,606.92",2019-05-27,10:05,1,4h 55m,No info
Banglore,Delhi,IndiGo,"5,614.18",2019-06-01,21:20,0,2h 55m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-03-21,04:25,1,9h 10m,In-flight meal not included
Delhi,Cochin,Jet Airways,"4,606.92",2019-05-18,12:35,1,5h 30m,No info
Kolkata,Banglore,Vistara,"4,606.92",2019-05-09,23:25,1,27h 5m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-06,19:50,1,13h 20m,In-flight meal not included
Delhi,Cochin,Multiple carriers,"4,962.52",2019-06-27,19:00,1,8h 25m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-03-24,19:40,1,22h 30m,No info
Banglore,New Delhi,Jet Airways,"4,606.92",2019-03-06,11:25,1,12h 35m,No info
Chennai,Kolkata,SpiceJet,"5,486.12",2019-06-12,20:05,0,2h 20m,No info
Delhi,Cochin,Multiple carriers,"4,734.98",2019-05-01,19:15,1,6h 25m,No info
Delhi,Cochin,Multiple carriers,"5,898.48",2019-06-12,21:00,1,11h,No info
Delhi,Cochin,Jet Airways,"5,898.48",2019-06-09,19:00,1,9h,In-flight meal not included
Kolkata,Banglore,Jet Airways,"4,606.92",2019-06-12,22:35,1,8h 30m,In-flight meal not included
Delhi,Cochin,IndiGo,"4,606.92",2019-05-21,18:10,1,13h 5m,No info
Banglore,New Delhi,Vistara Premium economy,"5,486.12",2019-03-03,12:35,0,2h 45m,No info
Delhi,Cochin,IndiGo,"4,962.52",2019-05-18,21:00,1,11h 45m,No info
Delhi,Cochin,Multiple carriers,"5,898.48",2019-05-09,21:00,1,13h,In-flight meal not included
Mumbai,Hyderabad,Jet Airways,"5,465.04",2019-03-09,11:50,0,1h 30m,No info
Kolkata,Banglore,Air Asia,"4,606.92",2019-03-24,10:40,1,12h 10m,No info
Kolkata,Banglore,IndiGo,"5,432.65",2019-06-09,09:50,1,5h,No info
Kolkata,Banglore,Air India,"4,606.92",2019-05-06,15:05,2,29h 40m,No info
Delhi,Cochin,Multiple carriers,"4,962.52",2019-06-15,21:00,1,10h 40m,No info
Delhi,Cochin,IndiGo,"5,385.37",2019-06-01,21:00,1,10h 25m,No info
Kolkata,Banglore,Air India,"5,432.65",2019-05-12,05:25,2,20h,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-06-12,04:25,2,10h 5m,No info
Delhi,Cochin,Multiple carriers,"5,541.54",2019-05-21,00:55,1,7h 15m,No info
Delhi,Cochin,IndiGo,"4,606.92",2019-03-27,22:20,1,13h 45m,No info
Kolkata,Banglore,SpiceJet,"6,188.50",2019-06-03,11:25,0,2h 25m,No check-in baggage included
Banglore,Delhi,IndiGo,"5,674.82",2019-06-27,13:00,0,2h 50m,No info
Banglore,New Delhi,Air India,"5,486.12",2019-03-24,08:55,0,2h 45m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-03-27,18:50,2,13h 25m,No info
Kolkata,Banglore,Jet Airways,"4,962.52",2019-06-12,12:00,1,27h 35m,In-flight meal not included
Delhi,Cochin,Jet Airways,"5,309.30",2019-03-09,04:25,1,12h 25m,In-flight meal not included
Delhi,Cochin,Jet Airways,"5,309.30",2019-05-21,12:35,1,21h 35m,In-flight meal not included
Kolkata,Banglore,Air India,"4,606.92",2019-06-12,13:45,2,28h 20m,No info
Kolkata,Banglore,Jet Airways,"5,309.30",2019-05-24,10:55,1,17h 55m,No info
Delhi,Cochin,Multiple carriers,"5,309.30",2019-03-21,18:50,1,8h 50m,No info
Mumbai,Hyderabad,Air India,"5,465.04",2019-05-15,15:25,0,1h 30m,No info
Delhi,Cochin,Air India,"5,432.65",2019-03-21,19:15,2,26h,No info
Delhi,Cochin,Jet Airways,"4,689.12",2019-06-03,12:35,1,10h 20m,In-flight meal not included
Kolkata,Banglore,Jet Airways,"4,606.92",2019-06-06,04:40,1,14h 35m,In-flight meal not included
Banglore,Delhi,Jet Airways,"5,592.62",2019-04-12,22:50,0,3h,No info
Kolkata,Banglore,SpiceJet,"6,244.03",2019-05-18,00:40,0,2h 20m,No check-in baggage included
Banglore,Delhi,IndiGo,"5,486.12",2019-05-09,21:20,0,2h 55m,No info
Banglore,Delhi,Jet Airways,"6,188.50",2019-05-27,08:45,0,2h 45m,In-flight meal not included
Delhi,Cochin,Air India,"4,606.92",2019-03-09,07:40,2,25h 45m,No info
Delhi,Cochin,Multiple carriers,"5,197.27",2019-06-03,01:30,1,11h 30m,No info
Chennai,Kolkata,SpiceJet,"5,486.12",2019-03-03,12:05,0,2h 35m,No info
Banglore,Delhi,Jet Airways,"5,592.62",2019-06-15,11:20,0,3h,In-flight meal not included
Delhi,Cochin,Air India,"5,309.30",2019-05-18,07:40,1,11h 40m,No info
Banglore,New Delhi,GoAir,"5,486.12",2019-03-24,23:50,0,2h 55m,No info
Delhi,Cochin,SpiceJet,"4,606.92",2019-03-03,13:15,1,4h 30m,No info
Delhi,Cochin,Multiple carriers,"4,962.52",2019-06-12,19:00,1,11h 30m,No info
Delhi,Cochin,Multiple carriers,"4,962.52",2019-06-15,21:00,1,9h 20m,No info
Banglore,Delhi,Air India,"5,486.12",2019-05-12,23:55,0,2h 50m,No info
Kolkata,Banglore,SpiceJet,"4,734.98",2019-04-01,18:30,1,7h 15m,No info
Banglore,Delhi,Vistara,"5,486.12",2019-06-24,14:20,0,2h 50m,No info
Delhi,Cochin,Air India,"4,606.92",2019-05-27,19:15,2,26h 20m,No info
Kolkata,Banglore,IndiGo,"4,606.92",2019-06-12,20:05,1,4h 50m,No info
Kolkata,Banglore,IndiGo,"5,486.12",2019-06-27,18:05,0,2h 35m,No info
Banglore,Delhi,IndiGo,"6,188.50",2019-06-24,22:50,0,2h 50m,No info
Delhi,Cochin,IndiGo,"4,437.83",2019-03-09,01:35,1,8h 25m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-03-24,04:45,1,9h 50m,In-flight meal not included
Delhi,Cochin,Air India,"4,734.98",2019-06-01,07:40,2,18h 20m,No info
Banglore,New Delhi,Jet Airways,"5,309.30",2019-03-18,18:25,1,11h 25m,No info
Kolkata,Banglore,Air India,"4,734.98",2019-05-01,08:55,1,12h 25m,No info
Delhi,Cochin,Multiple carriers,"4,606.92",2019-06-03,12:35,1,8h 45m,No info
Chennai,Kolkata,IndiGo,"5,486.12",2019-06-12,21:55,0,2h 20m,No info
Delhi,Cochin,Jet Airways,"4,962.52",2019-06-15,19:00,1,11h 55m,No info
Kolkata,Banglore,Vistara,"4,734.98",2019-05-01,22:40,1,26h 20m,No info
Banglore,Delhi,SpiceJet,"5,486.12",2019-04-18,08:35,0,2h 40m,No info
Kolkata,Banglore,Air Asia,"4,606.92",2019-05-06,23:30,2,8h 20m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-06-24,04:25,1,5h 35m,In-flight meal not included
Delhi,Cochin,Multiple carriers,"4,962.52",2019-03-03,21:00,1,11h 5m,No info
Delhi,Cochin,Air India,"4,606.92",2019-06-09,09:25,2,20h 20m,No info
Chennai,Kolkata,IndiGo,"5,486.12",2019-03-21,17:05,0,2h 25m,No info
Delhi,Cochin,Multiple carriers,"4,723.92",2019-03-06,01:35,3,14h,No info
Kolkata,Banglore,Vistara,"4,606.92",2019-05-24,10:45,1,27h 35m,No info
Banglore,New Delhi,Air India,"6,228.72",2019-03-12,18:05,3,33h 15m,No info
Kolkata,Banglore,SpiceJet,"5,486.12",2019-04-03,19:40,0,2h 30m,No info
Delhi,Cochin,Multiple carriers,"4,962.52",2019-05-21,21:00,1,13h 30m,No info
Banglore,New Delhi,Jet Airways,"4,606.92",2019-03-06,12:20,1,6h 30m,No info
Banglore,Delhi,GoAir,"5,486.12",2019-05-15,23:40,0,2h 45m,No info
Banglore,Delhi,Jet Airways,"6,188.50",2019-05-03,08:45,0,2h 45m,In-flight meal not included
Banglore,Delhi,Jet Airways,"5,486.12",2019-05-27,14:05,0,2h 55m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-05-27,04:25,2,29h 20m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-03-21,04:25,1,21h 20m,In-flight meal not included
Banglore,Delhi,Air India,"5,486.12",2019-06-27,08:55,0,2h 45m,No info
Banglore,Delhi,SpiceJet,"6,244.03",2019-04-21,00:05,0,2h 55m,No check-in baggage included
Kolkata,Banglore,Air India,"5,309.30",2019-06-12,13:45,2,27h 45m,No info
Kolkata,Banglore,Vistara,"4,606.92",2019-05-12,20:20,1,13h 10m,No info
Banglore,Delhi,IndiGo,"6,188.50",2019-06-09,06:50,0,2h 50m,No info
Kolkata,Banglore,SpiceJet,"6,188.50",2019-05-12,11:25,0,2h 25m,No info
Delhi,Cochin,IndiGo,"4,437.83",2019-03-21,01:35,1,8h 5m,No info
Kolkata,Banglore,IndiGo,"6,789.38",2019-05-01,00:05,0,2h 40m,No info
Banglore,Delhi,IndiGo,"5,929.69",2019-05-09,03:25,0,2h 55m,No info
Kolkata,Banglore,Air India,"4,606.92",2019-05-12,07:55,1,22h 30m,No info
Delhi,Cochin,Jet Airways,"5,385.37",2019-06-01,19:00,1,24h 45m,In-flight meal not included
Delhi,Cochin,Multiple carriers,"4,606.92",2019-05-06,22:30,1,7h 35m,No info
Banglore,Delhi,Jet Airways,"6,188.50",2019-06-06,08:45,0,2h 45m,In-flight meal not included
Delhi,Cochin,Air India,"5,309.30",2019-06-12,19:15,2,21h 15m,No info
Banglore,Delhi,IndiGo,"5,596.16",2019-05-09,01:00,0,2h 50m,No info
Banglore,New Delhi,Jet Airways,"5,898.48",2019-03-21,23:00,1,16h,In-flight meal not included
Delhi,Cochin,Multiple carriers,"5,197.27",2019-06-27,01:30,1,12h 30m,No info
Delhi,Cochin,Jet Airways,"4,962.52",2019-05-27,19:00,2,19h 55m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-15,19:50,1,13h 20m,In-flight meal not included
Mumbai,Hyderabad,Air India,"5,309.30",2019-03-12,23:45,1,27h 45m,No info
Chennai,Kolkata,IndiGo,"5,674.82",2019-05-06,14:00,0,2h 25m,No info
Kolkata,Banglore,Air India,"5,486.12",2019-03-27,23:20,0,2h 35m,No info
Mumbai,Hyderabad,Air India,"5,465.04",2019-06-24,20:45,0,1h 15m,No info
Banglore,New Delhi,IndiGo,"6,188.50",2019-03-24,22:55,0,2h 55m,No info
Mumbai,Hyderabad,Air India,"4,606.92",2019-03-06,09:10,2,23h 30m,No info
Delhi,Cochin,Air India,"4,606.92",2019-03-03,08:15,1,11h 45m,No info
Delhi,Cochin,Air India,"5,002.06",2019-06-12,21:10,0,3h 5m,No info
Kolkata,Banglore,SpiceJet,"5,486.12",2019-04-27,09:30,0,2h 35m,No info
Delhi,Cochin,Multiple carriers,"4,437.83",2019-05-18,01:30,1,7h 45m,No info
Delhi,Cochin,Multiple carriers,"5,898.48",2019-03-06,21:00,1,11h,No info
Delhi,Cochin,Multiple carriers,"4,962.52",2019-05-09,19:00,1,9h 45m,No info
Delhi,Cochin,Multiple carriers,"5,898.48",2019-05-09,21:00,1,13h,No info
Chennai,Kolkata,SpiceJet,"6,097.68",2019-06-01,12:00,0,2h 15m,No info
Banglore,New Delhi,Vistara,"4,606.92",2019-03-21,12:35,1,5h 55m,No info
Banglore,New Delhi,Air India,"5,486.12",2019-03-09,08:55,0,2h 45m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-12,08:15,1,11h 5m,No info
Kolkata,Banglore,Air Asia,"5,486.12",2019-06-03,22:25,0,2h 30m,No info
Banglore,New Delhi,IndiGo,"5,929.69",2019-03-09,03:25,0,2h 45m,No info
Delhi,Cochin,Air India,"4,962.52",2019-06-03,23:00,1,5h 20m,No info
Delhi,Cochin,Air India,"4,606.92",2019-05-21,07:40,2,24h 50m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-06,04:40,1,9h 45m,In-flight meal not included
Delhi,Cochin,Jet Airways,"5,309.30",2019-06-03,04:25,1,15h 25m,No info
Delhi,Cochin,SpiceJet,"4,606.92",2019-05-15,13:15,1,4h 30m,No info
Delhi,Cochin,Jet Airways,"4,606.92",2019-05-09,04:25,2,22h 55m,No info
Delhi,Cochin,IndiGo,"5,002.06",2019-04-06,08:50,0,3h 15m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-03-24,22:35,1,5h 40m,No info
Chennai,Kolkata,SpiceJet,"5,614.18",2019-06-01,10:35,0,2h 15m,No info
Banglore,New Delhi,IndiGo,"5,486.12",2019-03-24,21:45,0,2h 50m,No info
Delhi,Cochin,Air India,"5,309.30",2019-03-21,19:15,2,7h 15m,No info
Delhi,Cochin,Multiple carriers,"4,437.83",2019-06-09,01:30,1,7h 45m,No info
Banglore,New Delhi,Air India,"5,486.12",2019-03-24,23:55,0,2h 45m,No info
Kolkata,Banglore,Jet Airways,"4,734.98",2019-05-01,10:05,1,17h 35m,No info
Delhi,Cochin,IndiGo,"5,898.48",2019-05-09,21:00,1,5h,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-15,23:35,1,15h 10m,In-flight meal not included
Delhi,Cochin,Multiple carriers,"4,962.52",2019-06-12,19:00,1,8h 25m,No info
Banglore,Delhi,IndiGo,"5,596.16",2019-04-21,01:00,0,2h 50m,No info
Chennai,Kolkata,SpiceJet,"5,486.12",2019-05-12,20:05,0,2h 20m,No check-in baggage included
Delhi,Cochin,Jet Airways,"5,898.48",2019-06-24,19:00,1,9h,No info
Delhi,Cochin,IndiGo,"5,292.05",2019-04-15,07:25,1,5h 25m,No info
Kolkata,Banglore,IndiGo,"4,606.92",2019-05-21,20:50,1,5h 40m,No info
Banglore,Delhi,IndiGo,"5,486.12",2019-05-21,02:20,0,2h 50m,No info
Delhi,Cochin,Jet Airways,"5,432.65",2019-03-21,04:25,2,10h,No info
Delhi,Cochin,Jet Airways,"4,962.52",2019-06-03,19:00,2,9h 20m,In-flight meal not included
Banglore,Delhi,Jet Airways,"5,592.62",2019-05-06,10:10,0,3h,In-flight meal not included
Banglore,New Delhi,Air India,"4,606.92",2019-03-06,16:30,2,33h 45m,No info
Banglore,Delhi,SpiceJet,"6,244.03",2019-05-06,00:05,0,2h 55m,No info
Delhi,Cochin,IndiGo,"5,197.27",2019-06-24,01:30,1,10h 30m,No info
Kolkata,Banglore,Jet Airways,"4,606.92",2019-05-24,20:45,1,6h 40m,No info
Banglore,New Delhi,Jet Airways,"5,494.20",2019-03-01,19:10,1,12h 10m,1 Long layover
Banglore,Delhi,SpiceJet,"5,614.18",2019-06-01,08:35,0,2h 40m,No check-in baggage included
Banglore,New Delhi,Air India,"4,606.92",2019-03-21,16:20,1,6h 50m,No info
Banglore,Delhi,Vistara,"5,486.12",2019-06-18,22:15,0,2h 45m,No info
Delhi,Cochin,IndiGo,"5,898.48",2019-03-03,21:00,1,5h,No info
